,id,@id,@relations,from,name,name:en,network,ref,route,to,type,via,geometry,weight
0,relation/1860209,relation/1860209,,Зверохозяйство,Автобус №1:Зверохозяйство - Центральный рынок - Зверохозяйство,,city,1,bus,Зверохозяйство,route,Центральный рынок,"MULTILINESTRING ((104.2935436 52.2965553, 104.2936158 52.2966013, 104.2935436 52.2965553, 104.2934447 52.2964924, 104.2929362 52.2961684, 104.2928686 52.2961254, 104.2924589 52.2958644, 104.2921615 52.2956749, 104.2919097 52.2955146, 104.2918339 52.2954638, 104.2916222 52.295322, 104.2914468 52.2951999, 104.2913781 52.2951373, 104.2913063 52.2950677, 104.291275 52.29503, 104.2912415 52.2949897, 104.291097 52.29478, 104.290965 52.2945833, 104.2907921 52.2942426, 104.2905899 52.2938667, 104.2909124 52.2936854, 104.2915338 52.293324, 104.2923653 52.2928456, 104.2925901 52.2927105, 104.2929005 52.2925433, 104.2930894 52.2924427, 104.2937614 52.2920977, 104.2938867 52.2920404, 104.2949308 52.2915421, 104.2955857 52.2912479, 104.2956855 52.2912125, 104.295796 52.2911714, 104.2952244 52.2906401, 104.2948567 52.2902984, 104.2947296 52.2901802, 104.2948709 52.2901286, 104.295089 52.2900453, 104.2953873 52.289898, 104.2957479 52.2897286, 104.2967145 52.2892644, 104.297523 52.2888762, 104.2978848 52.2887024, 104.2989282 52.2882014, 104.2996972 52.2878321, 104.2998461 52.2877591, 104.2997298 52.2876659, 104.2993617 52.2873726, 104.2992342 52.287271, 104.2990679 52.2871415, 104.2990233 52.2871047, 104.2987195 52.2868536, 104.2986216 52.2867727, 104.2982253 52.2864326, 104.2980179 52.2862546, 104.297714 52.2859937, 104.2975737 52.2858733, 104.2975447 52.285852, 104.2974205 52.2857606, 104.297335 52.2856977, 104.2972355 52.285614, 104.2966052 52.2850841, 104.2955803 52.284252, 104.2955632 52.2842381, 104.2952614 52.2839984, 104.2951901 52.2839418, 104.295029 52.283806, 104.2949482 52.2837379, 104.2943564 52.2832637, 104.2936657 52.2827331, 104.2935862 52.2826744, 104.29352 52.2826195, 104.2929862 52.2821859, 104.2927706 52.2820241, 104.2925252 52.2818495, 104.2924561 52.2818024, 104.2924256 52.2817831, 104.2923636 52.281744, 104.2921509 52.2816099, 104.2920954 52.2815738, 104.2918369 52.2814054, 104.2916844 52.2813061, 104.2910216 52.2808745, 104.290981 52.2808506, 104.2909003 52.280803, 104.2901682 52.2803711, 104.2897735 52.2801382, 104.2897121 52.280102, 104.2896277 52.2801592, 104.2888835 52.2806814, 104.2883112 52.281058, 104.2878806 52.2813413, 104.2878559 52.2813576, 104.2877784 52.2814097, 104.2868297 52.2820469, 104.2866505 52.2821673, 104.2859041 52.2826712, 104.2858417 52.282719, 104.2863133 52.2831058, 104.2867886 52.2834671, 104.2869111 52.2835713, 104.2875508 52.2841158, 104.2880246 52.2844982, 104.2888498 52.2852241, 104.2890083 52.2853495, 104.2890917 52.2854154, 104.2893299 52.2856136, 104.289597 52.2858357, 104.2900744 52.286221, 104.2902092 52.2863441, 104.2903343 52.2864432, 104.2904351 52.2865215, 104.2905571 52.2866239, 104.2908 52.286837, 104.291162 52.287146, 104.291792 52.287672, 104.2919756 52.2878152, 104.2922729 52.288088, 104.2923931 52.2881894, 104.2928235 52.2885526, 104.293513 52.289172, 104.2937675 52.2893769, 104.2938375 52.2894411, 104.294588 52.2900627, 104.2947296 52.2901802, 104.2945394 52.2902398, 104.2942083 52.2903363, 104.2940534 52.2903764, 104.2938847 52.2904303, 104.2937843 52.290446, 104.293722 52.2904609, 104.2931355 52.2906014, 104.2928577 52.2906679, 104.2922253 52.2908194, 104.2915919 52.2909711, 104.2914706 52.2910001, 104.2912116 52.2910585, 104.2896614 52.2914085, 104.288906 52.291614, 104.2886564 52.2916819, 104.2883558 52.2918216, 104.2886251 52.2919413, 104.2892088 52.2922443, 104.2895451 52.2924259, 104.2896488 52.2924963, 104.2898005 52.2926262, 104.2899064 52.2927286, 104.2900041 52.2928592, 104.2901136 52.2930243, 104.2902057 52.2931764, 104.2903207 52.2933829, 104.290473 52.2936809, 104.2905899 52.2938667), (104.3192192 52.3370241, 104.3194423 52.3368405, 104.3196226 52.3366465, 104.3197341 52.3364734, 104.3197942 52.3362689, 104.3197813 52.3360045, 104.3197767 52.3356497), (104.3112318 52.3291766, 104.3109085 52.3291167, 104.3105464 52.3290654, 104.3093712 52.3288938, 104.3097565 52.3288846, 104.3100556 52.3288671, 104.3101929 52.3288268, 104.3102844 52.3287669, 104.3103685 52.3286641, 104.3103898 52.3285757, 104.3103728 52.3284898, 104.3103249 52.3284208, 104.3102419 52.3283473, 104.3101216 52.3282641, 104.3096732 52.3279843, 104.3099681 52.3281378, 104.3106391 52.3284843, 104.311282 52.3288595, 104.3119231 52.329215, 104.3132726 52.3299929, 104.3142017 52.3305336, 104.3145184 52.3307179, 104.3155626 52.3313195, 104.3156967 52.3313915, 104.3158963 52.3314989, 104.3159345 52.3315221, 104.3161007 52.3316229, 104.3163139 52.3317522, 104.3164844 52.3318574, 104.3169007 52.3321275, 104.3175283 52.3325976, 104.3176433 52.3326958, 104.3180261 52.3330224, 104.318466 52.3334229, 104.3187604 52.3337469, 104.3192274 52.3344089, 104.3195371 52.3349612, 104.319653 52.3351672, 104.3197349 52.3353206, 104.3201844 52.3361548, 104.3207358 52.3371886, 104.3208851 52.337485, 104.3207942 52.3375515, 104.3207274 52.3375917, 104.3206363 52.3376014, 104.320527 52.3375966, 104.3203592 52.3375278, 104.3201156 52.337457, 104.3198359 52.3373911, 104.3195483 52.3373496, 104.3192695 52.3373281, 104.3190042 52.337331, 104.3187583 52.3373438, 104.3191967 52.3377279, 104.3192766 52.3378573, 104.3193086 52.3380013, 104.3193006 52.3381892, 104.3191728 52.3387775, 104.3190201 52.3393043, 104.3188531 52.3397539, 104.318818 52.3398467, 104.3186335 52.3403347, 104.318262 52.3411938, 104.3182083 52.3413595, 104.3181784 52.3414517, 104.3178585 52.3424385, 104.3177836 52.3427728, 104.3177666 52.3428485, 104.3175996 52.3437411, 104.3172969 52.3449836, 104.3172814 52.3450482, 104.3170547 52.3463207, 104.3169669 52.3467398, 104.3169094 52.3470763, 104.3168689 52.3472889, 104.3167878 52.3477163, 104.316781 52.3479392, 104.3168047 52.3481126, 104.3168907 52.3484383, 104.3170639 52.3490443, 104.3171033 52.3493366, 104.317106 52.34943, 104.3171114 52.3495119, 104.3171114 52.3495988, 104.3170926 52.3496512, 104.3170765 52.3497069, 104.3170497 52.3497413, 104.316996 52.3497921, 104.316937 52.3498085, 104.3167976 52.3498576, 104.3166339 52.3499134, 104.3154524 52.3501728, 104.3149388 52.3502643, 104.3154524 52.3501728, 104.3166339 52.3499134, 104.3167976 52.3498576, 104.316937 52.3498085, 104.316996 52.3497921, 104.3170497 52.3497413, 104.3170765 52.3497069, 104.3170926 52.3496512, 104.3171114 52.3495988, 104.3171114 52.3495119, 104.317106 52.34943, 104.3171033 52.3493366, 104.3170639 52.3490443, 104.3168907 52.3484383, 104.3168047 52.3481126, 104.316781 52.3479392, 104.3167878 52.3477163, 104.3168689 52.3472889, 104.3169094 52.3470763, 104.3169669 52.3467398, 104.3170547 52.3463207, 104.3172814 52.3450482, 104.3172969 52.3449836, 104.3175996 52.3437411, 104.3177666 52.3428485, 104.3177836 52.3427728, 104.3178585 52.3424385, 104.3181784 52.3414517, 104.3182083 52.3413595, 104.318262 52.3411938, 104.3186335 52.3403347, 104.318818 52.3398467, 104.3188531 52.3397539, 104.3190201 52.3393043, 104.3191728 52.3387775, 104.3193006 52.3381892, 104.3193086 52.3380013, 104.3192766 52.3378573, 104.3191967 52.3377279, 104.3187583 52.3373438), (104.3050019 52.327704, 104.3052326 52.3277947, 104.3061387 52.3281998, 104.3070043 52.3285105, 104.3073775 52.3286492, 104.3076861 52.3287298, 104.3080246 52.3288105, 104.308444 52.3288586, 104.3087825 52.3288925, 104.3093712 52.3288938, 104.3087006 52.328817, 104.308444 52.3287812, 104.3080278 52.3286596, 104.3078245 52.3285874, 104.3075861 52.3284748, 104.3073721 52.3283174, 104.3071731 52.3281424, 104.3070762 52.3280084, 104.307007 52.3279232, 104.3069655 52.3278061, 104.3068931 52.3275517, 104.3068846 52.3274971, 104.3068804 52.3274216, 104.3068615 52.3270817, 104.3068612 52.32695, 104.3068676 52.3268661, 104.3068665 52.3267724, 104.3068627 52.3266371, 104.3068278 52.3264929, 104.3067661 52.3263429, 104.3066487 52.3261263, 104.3065668 52.3259539, 104.3064336 52.3257011, 104.3063985 52.3256439, 104.3061877 52.3252885, 104.3063985 52.3256439, 104.3064336 52.3257011, 104.3066117 52.3259212, 104.3067149 52.3260713, 104.3068803 52.3263185, 104.307367 52.326663, 104.3074611 52.3267327, 104.3076115 52.3268342, 104.3078792 52.3270014, 104.3079345 52.3270344, 104.3096732 52.3279843), (104.3061877 52.3252885, 104.3059028 52.3248071, 104.3057107 52.3244826, 104.305576 52.324255, 104.3054788 52.3240909, 104.3051357 52.3236295, 104.3051041 52.323587, 104.3050976 52.3235782, 104.3050818 52.323559, 104.304572 52.3229376, 104.3045329 52.3228899, 104.3045046 52.3228598, 104.3044696 52.3228174, 104.3042106 52.3225038, 104.3038714 52.322093, 104.3032486 52.3213581, 104.3031922 52.3212699, 104.3031698 52.3212404, 104.3028616 52.3208346, 104.3027751 52.3206934, 104.302634 52.3204629, 104.3024577 52.320032, 104.302312 52.3194397, 104.3021506 52.3187152, 104.3019367 52.3175863, 104.301916 52.3174627, 104.301911 52.3174082, 104.3018978 52.3173603, 104.3018779 52.3172877, 104.3018588 52.3171774, 104.3016587 52.3164897, 104.3014229 52.3159157, 104.3011753 52.3153129, 104.3008197 52.3147442, 104.300301 52.3140873, 104.3002629 52.3140243, 104.3001315 52.3138476, 104.2994152 52.3129506, 104.2993191 52.3128281, 104.2991467 52.3126084, 104.2988977 52.312201, 104.298803 52.3119742, 104.2987019 52.3117322, 104.2986655 52.311645, 104.2986396 52.3115829, 104.2986082 52.3114363, 104.2985651 52.3112351, 104.2984445 52.3106718, 104.2983431 52.3097654, 104.2982355 52.3080187, 104.2982331 52.3077583, 104.2982301 52.3074339, 104.2982265 52.307039, 104.298225 52.3068741, 104.2982306 52.3066423, 104.2982441 52.3065579, 104.2982414 52.3063241, 104.298369 52.3046282, 104.2983679 52.3039037, 104.2983671 52.3033322, 104.2983311 52.3031879, 104.2983198 52.3031427, 104.2981861 52.3026522, 104.2981725 52.3026025, 104.2981597 52.3025331, 104.2981372 52.3024116, 104.298102 52.3022614, 104.2979674 52.3016431, 104.2979167 52.3014116, 104.2979013 52.3013087, 104.297843 52.3009202, 104.2978222 52.3007814, 104.2977793 52.3005909, 104.2977634 52.3005235, 104.297747 52.3004534, 104.2977267 52.3003669, 104.2976777 52.3002013, 104.2975556 52.2997885, 104.2974735 52.2995923, 104.2974139 52.2995238, 104.2973305 52.2994651, 104.2971825 52.2993938, 104.2971391 52.2993777, 104.2970579 52.2993477, 104.2969358 52.2993095, 104.2964338 52.2992159, 104.2963732 52.2992285, 104.2963258 52.2992413, 104.2962363 52.2992591, 104.2961969 52.299255, 104.2961601 52.2992456, 104.2961238 52.2992355, 104.296088 52.2992247, 104.2960527 52.2992132, 104.2960181 52.2992011, 104.2959841 52.2991883, 104.2959507 52.2991749, 104.2959181 52.2991609, 104.2958861 52.2991463, 104.295855 52.299131, 104.2958246 52.2991152, 104.295795 52.2990988, 104.2957663 52.2990819, 104.2957384 52.2990644, 104.2957114 52.2990464, 104.2956854 52.2990279, 104.2956603 52.2990089, 104.2956362 52.2989895, 104.295613 52.2989696, 104.2955909 52.2989493, 104.2955698 52.2989285, 104.2955498 52.2989074, 104.2955309 52.298886, 104.295513 52.2988641, 104.2954963 52.298842, 104.2954807 52.2988195, 104.2954662 52.2987968, 104.2954529 52.2987737, 104.2954407 52.2987505, 104.2954298 52.298727, 104.29542 52.2987034, 104.2954114 52.2986795, 104.295404 52.2986555, 104.2953979 52.2986314, 104.2954037 52.2986047, 104.2954274 52.2985248, 104.2954879 52.2984654, 104.2955225 52.2984365, 104.2955717 52.2983908, 104.2959003 52.2981247, 104.2959926 52.2980529, 104.2960893 52.2979845, 104.2961638 52.2979366, 104.2964566 52.2977796, 104.2964749 52.2977701, 104.2965626 52.2977286, 104.2967361 52.2977299, 104.296787 52.2977324, 104.2968312 52.2977361, 104.2968617 52.2977397, 104.2969034 52.2977443, 104.2969509 52.2977501, 104.2969981 52.2977569, 104.2970448 52.2977648, 104.297091 52.2977738, 104.2971366 52.2977838, 104.2971815 52.2977949, 104.2972258 52.297807, 104.2972693 52.2978201, 104.2973119 52.2978342, 104.2973536 52.2978492, 104.2973944 52.2978652, 104.2974342 52.2978821, 104.2974729 52.2979, 104.2975105 52.2979187, 104.2975469 52.2979382, 104.2975821 52.2979586, 104.2976161 52.2979798, 104.2976487 52.2980017, 104.2976799 52.2980244, 104.2977097 52.2980478, 104.2977381 52.2980718, 104.2977722 52.2981036, 104.2978039 52.2981363, 104.2978329 52.2981699, 104.2978593 52.2982044, 104.2978829 52.2982395, 104.2979037 52.2982754, 104.2979248 52.2983118, 104.2979368 52.2983487, 104.297949 52.298386, 104.2979582 52.2984236, 104.2979645 52.2984614, 104.2979677 52.2984994, 104.297968 52.2985374, 104.2979653 52.2985754, 104.2979213 52.2986822, 104.2977627 52.2987848, 104.297568 52.2988773, 104.2973879 52.2989487, 104.297196 52.2990134, 104.2968926 52.299103, 104.2967443 52.2991399, 104.2964338 52.2992159), (104.2955717 52.2983908, 104.2955629 52.2981973, 104.2955634 52.2980847, 104.2955625 52.2980483, 104.2955592 52.2980133, 104.2955503 52.2979816, 104.2955403 52.2979443, 104.2955238 52.2979049, 104.2955084 52.2978748, 104.2954912 52.2978451, 104.2954659 52.2978102, 104.2954402 52.2977745, 104.2954114 52.297741, 104.2953324 52.297653, 104.2954465 52.2976842, 104.2955782 52.2977047, 104.2956721 52.2977235, 104.2957517 52.2977352, 104.2960237 52.2977538, 104.2962245 52.2977655, 104.2964566 52.2977796), (104.2965626 52.2977286, 104.2966401 52.2976881, 104.2966839 52.2976657, 104.2969268 52.2975543, 104.2983296 52.2970157, 104.2990292 52.2967883, 104.2995476 52.2966667, 104.2998533 52.2966758, 104.2999928 52.2966869, 104.3000145 52.2966941, 104.3001987 52.2967352, 104.3003666 52.2968181, 104.3005941 52.2969472, 104.3006654 52.2970058, 104.3006869 52.2970788, 104.3006909 52.2971149, 104.3006872 52.2971597, 104.3006654 52.2972396, 104.3006413 52.2973052, 104.3005662 52.2974364), (104.2975556 52.2997885, 104.2976777 52.3002013, 104.2977267 52.3003669, 104.297747 52.3004534, 104.2977634 52.3005235, 104.2977793 52.3005909, 104.2978222 52.3007814, 104.297843 52.3009202, 104.2979013 52.3013087, 104.2979167 52.3014116, 104.2979674 52.3016431, 104.298102 52.3022614, 104.2981372 52.3024116, 104.2981597 52.3025331, 104.2981725 52.3026025, 104.2981861 52.3026522, 104.2983198 52.3031427, 104.2983311 52.3031879, 104.2983671 52.3033322, 104.2983679 52.3039037, 104.298369 52.3046282, 104.2982414 52.3063241, 104.2982441 52.3065579, 104.2982306 52.3066423, 104.298225 52.3068741, 104.2982265 52.307039), (104.311282 52.3288595, 104.3119231 52.329215, 104.3132726 52.3299929, 104.3142017 52.3305336, 104.3145184 52.3307179, 104.3155626 52.3313195, 104.3156967 52.3313915, 104.3158963 52.3314989, 104.3159345 52.3315221, 104.3161007 52.3316229, 104.3163139 52.3317522, 104.3164844 52.3318574, 104.3169007 52.3321275, 104.3175283 52.3325976, 104.3176433 52.3326958, 104.3180261 52.3330224, 104.318466 52.3334229, 104.3187604 52.3337469))",3
1,relation/1861308,relation/1861308,,6-й микрорайон,Автобус №10: 6-й микрорайон - Завод нерудных материалов,,city,10,bus,Завод нерудных материалов,route,,"MULTILINESTRING ((104.2085771 52.3466794, 104.2086436 52.346868, 104.2086781 52.3469659, 104.2090911 52.3481366, 104.2092608 52.3486177, 104.2098043 52.3502961, 104.2100018 52.350914, 104.2103457 52.3518531, 104.2103732 52.3519283, 104.210657 52.352735, 104.2106996 52.3528708, 104.2108799 52.3534573, 104.2109831 52.3537418, 104.2111247 52.3541323, 104.2111743 52.3542579, 104.2113389 52.3546751, 104.2116096 52.3553998, 104.211727 52.3557201, 104.2120619 52.3566333, 104.2124615 52.357723, 104.2126195 52.3580485, 104.2128844 52.3585531, 104.2129977 52.3587147, 104.2130156 52.3587502, 104.2132089 52.3589921, 104.2133731 52.3592284, 104.2138264 52.3602233, 104.2142144 52.3610747, 104.2144953 52.361691, 104.214985 52.3627336, 104.2152428 52.3632693, 104.2152891 52.3633656, 104.2154513 52.3637138, 104.2158329 52.3644709, 104.2162256 52.365282, 104.216511 52.3658766, 104.2166247 52.3661301, 104.2170254 52.3669096, 104.2174411 52.3676908, 104.2175028 52.3678387, 104.2175636 52.3678929, 104.2176821 52.3679813, 104.2177749 52.3680505, 104.2178371 52.3681053, 104.2182984 52.3683304, 104.2177721 52.3685254, 104.2174165 52.3687157, 104.2166724 52.3690619, 104.2165067 52.3691252, 104.2155266 52.3695194, 104.2143361 52.3700052, 104.2141341 52.3700949, 104.2130982 52.3705125, 104.2120807 52.3709378, 104.2116374 52.3711106, 104.2110217 52.3714368, 104.2108179 52.3715448, 104.2103848 52.3717742, 104.2097228 52.3719972, 104.2090517 52.3721292, 104.2068743 52.3725586, 104.206758 52.3725815, 104.2065519 52.372617, 104.205997 52.3727269, 104.2049039 52.3729365, 104.2040526 52.3731428, 104.2025875 52.3734883, 104.2013341 52.3736045, 104.2004676 52.3735734, 104.2003221 52.3735636, 104.1999016 52.3735649, 104.1994162 52.3736102, 104.1991286 52.3736982, 104.1984443 52.3739467, 104.1975651 52.3742816, 104.1970232 52.3745156, 104.1965447 52.3748265, 104.1961476 52.3754338, 104.1952913 52.3763781, 104.1952537 52.3765895, 104.1952338 52.3767009, 104.1951709 52.3772029, 104.1951525 52.377639, 104.1951378 52.3778236, 104.1951319 52.3780362, 104.1951361 52.378201, 104.1951279 52.3785056, 104.1951221 52.3787209, 104.1950663 52.3790874, 104.1950008 52.3792299, 104.1948454 52.3795145, 104.1946197 52.3797614, 104.1942919 52.3800044, 104.194058 52.3801432, 104.1938514 52.3801674, 104.193585 52.3801903), (104.2099816 52.3458115, 104.2124928 52.344304, 104.2127278 52.3444506, 104.2129136 52.3445664, 104.2132215 52.3447584, 104.2132682 52.3447875, 104.2134011 52.3448704, 104.2135755 52.3449774, 104.2138259 52.345131, 104.2145316 52.345564, 104.2153227 52.346075, 104.216074 52.3465473, 104.2171186 52.3472056, 104.2176182 52.3475151, 104.2184581 52.3470099, 104.2187512 52.3468301, 104.2200143 52.3460722, 104.2203521 52.3458777, 104.2209255 52.3455426, 104.2214022 52.3452502, 104.2222809 52.344735, 104.2232499 52.3441668, 104.2242737 52.3435623, 104.224281 52.343558, 104.224293 52.3435511, 104.2252551 52.3429754, 104.2264375 52.3422891, 104.2270487 52.3419291, 104.2272069 52.3418359, 104.2273685 52.3417442, 104.2287694 52.3409496, 104.2304153 52.3399698, 104.2309104 52.3396751, 104.2313595 52.3393991, 104.2315869 52.3392653, 104.2321231 52.3389498, 104.2322727 52.3388515, 104.2323879 52.3387639, 104.2324774 52.3386763, 104.2325343 52.3385952, 104.2325686 52.3385464, 104.2326257 52.3384167, 104.2326727 52.3382637, 104.2327382 52.3379712, 104.2327681 52.3378375, 104.2327952 52.3377162, 104.232826 52.3375885, 104.2328459 52.3374673, 104.2329512 52.3370704, 104.2330389 52.3366172, 104.233047 52.3365522, 104.2331446 52.3359384, 104.2331816 52.3356628, 104.2331996 52.3355291, 104.2332676 52.3350146, 104.2333351 52.3346014, 104.2333859 52.3342901, 104.2335005 52.3335158, 104.2338532 52.3311338, 104.2339073 52.3307688, 104.2339491 52.3305797, 104.234083 52.3300163, 104.2341164 52.3297962, 104.2341623 52.3294381, 104.2341649 52.3294146, 104.2341681 52.3293859, 104.2341945 52.3292493, 104.2342156 52.3291666, 104.2342989 52.3287125), (104.1432346 52.3600984, 104.1432965 52.3601744, 104.1434011 52.360303, 104.1434932 52.3604162, 104.1439242 52.3602888, 104.1460345 52.3596653, 104.1480269 52.3590705, 104.1481523 52.3590331, 104.1501637 52.3584302, 104.1504322 52.3583524, 104.1506216 52.358293, 104.1539237 52.3572929, 104.1541862 52.3571867, 104.1547455 52.3570151, 104.1554296 52.3568052, 104.156005 52.3566332, 104.1562656 52.3565553, 104.15656 52.3564673, 104.1582819 52.3559527, 104.1583599 52.3559294, 104.1592671 52.3556533, 104.1594923 52.3555848, 104.1597014 52.3555214, 104.161007 52.3551173, 104.1616351 52.3549225, 104.1616712 52.3549113, 104.1635033 52.3543305, 104.1636123 52.3542959, 104.1640253 52.3541734, 104.1644781 52.3540391, 104.1651334 52.3538448, 104.1678323 52.3529997, 104.168884 52.3526704, 104.1691214 52.352596, 104.1707978 52.3520891, 104.1720294 52.3517126, 104.1721001 52.351691, 104.1732477 52.3513402, 104.1744423 52.350975, 104.1746611 52.3509081, 104.1751204 52.3507678, 104.1763215 52.3504006, 104.1774581 52.3500603, 104.1792496 52.3495055, 104.1793357 52.3494792, 104.1794903 52.3494319, 104.1797246 52.3493628, 104.1802995 52.3491934, 104.1809884 52.3489863, 104.181733 52.3487502, 104.1820025 52.3486648, 104.1827532 52.3483773, 104.1832787 52.3481043, 104.1833837 52.3480353, 104.1835207 52.3479453, 104.1842183 52.3474868, 104.1847706 52.3471238, 104.186377 52.3459842, 104.1863964 52.3459712, 104.1865316 52.3458802, 104.1866609 52.3457866, 104.1883695 52.3446215, 104.1901603 52.3433999, 104.1920134 52.3422064, 104.1921332 52.3421249, 104.1929574 52.3415694, 104.1930818 52.3414855, 104.1933995 52.3412641, 104.1934434 52.3412289, 104.1935523 52.3411417, 104.1936987 52.341035, 104.1943311 52.3405741, 104.1946028 52.3403764, 104.1949737 52.3401239, 104.1951694 52.3399906, 104.1964853 52.3390626, 104.1967218 52.3388942, 104.1979058 52.338049, 104.1980205 52.3379671, 104.1981334 52.3380255, 104.1982496 52.3380785, 104.1985965 52.338249, 104.1986643 52.3382824, 104.1987256 52.3383125, 104.1990396 52.3384714, 104.1996287 52.3387696, 104.2009813 52.3394541, 104.2014521 52.3396923, 104.2025209 52.3402332, 104.2029713 52.3404611, 104.2033184 52.3406368, 104.203704 52.3408319, 104.2041221 52.3410435, 104.2045168 52.3407609, 104.204633 52.3406777, 104.205786 52.3398521, 104.2060063 52.3396995, 104.2074695 52.3386863, 104.2084665 52.3379647, 104.2091666 52.3374938, 104.2094513 52.3373025, 104.2104439 52.3366355, 104.2105559 52.3365602, 104.2111387 52.3361686, 104.2112442 52.3360977, 104.2113846 52.3360024, 104.2116014 52.335858, 104.2116408 52.3358317, 104.2116232 52.3358219, 104.2108222 52.3353782, 104.2091679 52.3345193, 104.2083858 52.3341475, 104.2082655 52.3340903, 104.2068113 52.333399, 104.2061474 52.3330835, 104.2058962 52.3329638, 104.2055707 52.3327909, 104.2054437 52.3327265, 104.2057181 52.3325372, 104.2070184 52.3315945, 104.2073183 52.3313771, 104.2083361 52.3306392, 104.2083807 52.3306069, 104.2084771 52.3305332, 104.2085345 52.3304889, 104.2086001 52.3304384, 104.2089098 52.3301998, 104.2089845 52.3301423, 104.2092059 52.3299643, 104.2093909 52.3298156, 104.2095475 52.3296851, 104.2095797 52.3296637, 104.2096135 52.3296421, 104.2097742 52.3295539, 104.2098585 52.3295401, 104.209907 52.3295323, 104.2099398 52.3295288, 104.2099836 52.3295238, 104.2100285 52.3295208, 104.2100801 52.329519, 104.210125 52.3295183, 104.2101696 52.3295193, 104.2102153 52.3295206, 104.2102826 52.3295238, 104.2103524 52.3295322, 104.21041 52.3295413, 104.2108238 52.3296066, 104.2110442 52.3296414, 104.2134181 52.3300201, 104.2164543 52.3304444, 104.2210621 52.3311759, 104.2223428 52.3313657, 104.2247507 52.3317246, 104.2251545 52.3317763, 104.225602 52.3318203, 104.2260277 52.3318509, 104.2264533 52.3318624, 104.2268884 52.3318509, 104.227289 52.331826, 104.2276865 52.331782, 104.2281058 52.3317189, 104.2285002 52.3316405, 104.2288726 52.3315506, 104.2291794 52.3314569, 104.2295017 52.331346, 104.2298585 52.3312025, 104.2302235 52.3310177, 104.2306218 52.3308324, 104.2308644 52.3307063, 104.2312954 52.3304886, 104.2317053 52.3302365, 104.23245 52.3297299, 104.2327345 52.3295516, 104.2329367 52.3294406, 104.2331229 52.329344, 104.2334471 52.3291802, 104.2334957 52.3291512, 104.2337476 52.3290052, 104.2340466 52.3288155, 104.2340874 52.3287876, 104.2341253 52.3287587, 104.2341547 52.3287288, 104.234177 52.3287005, 104.2341923 52.3286754, 104.2342024 52.328655, 104.2342109 52.3286328, 104.234223 52.3285871))",5
